survey_id,issue_question_id,original_question_id,policy_domain,policy_domain_label,issue_label,question_wording,question_wording_original,question_coding,question_recoded,fallback_variable,fallback_recoded,rule_kind,recode_type
cora-efc1995-E-1995-1_F1.dta,env_econ_053,q46e,econ,Economy and Taxation,Not enough competition: telephones,Do you think there is or is not enough competition among the telephone companies?,Do you think there is enough or is not enough competition in each of the following industries? The telephone companies,"""1"" = ""Is"", ""2"" = ""Is not"", ""3"" = ""DK/NA""",1=0; 2=1; 3=9999  [0=is/1=is not],,,value_map,0/1/9999
cora-efc1988-E-1988-4_F1.dta,env_econ_053,q57a,econ,Economy and Taxation,Not enough competition: telephones,Do you think there is or is not enough competition among the telephone companies?,Do you think there is or is not enough competition in the following industries? the telephone companies,"""1"" = ""Is"", ""2"" = ""Is not"", ""3"" = ""DK/NA""",1=0; 2=1; 3=9999  [0=is/1=is not],,,value_map,0/1/9999
cora-efc1986-E-1986-3_F1.dta,env_econ_032,q27a,econ,Economy and Taxation,Not enough competition: banks,Do you think there is or is not enough competition among the banks?,Is there enough competition in each of the following industries: The banks,"""1"" = ""Is"", ""2"" = ""Is not"", ""9"" = ""DK/NA""",1=0; 2=1; 9=9999  [0=is/1=is not],,,value_map,0/1/9999
cora-efc1987-E-1987-3_F1.dta,env_econ_032,q15a,econ,Economy and Taxation,Not enough competition: banks,Do you think there is or is not enough competition among the banks?,Do you think there is or is not enough competition in each of the following industries: the banks.,"""1"" = ""is"", ""2"" = ""is not"", ""3"" = ""dk/na""",1=0; 2=1; 3=9999  [0=is/1=is not],,,value_map,0/1/9999
cora-efc1990-E-1990-2_F1.dta,env_econ_032,q72a,econ,Economy and Taxation,Not enough competition: banks,Do you think there is or is not enough competition among the banks?,Is there enough competition in each of the following industries: The banks,"""1"" = ""is"", ""2"" = ""is not"", ""3"" = ""DK/NA""",1=0; 2=1; 3=9999  [0=is/1=is not],,,value_map,0/1/9999
cora-efc1995-E-1995-1_F1.dta,env_econ_032,q46a,econ,Economy and Taxation,Not enough competition: banks,Do you think there is or is not enough competition among the banks?,Do you think there is enough or is not enough competition in each of the following industries? The banks,"""1"" = ""Is"", ""2"" = ""Is not"", ""3"" = ""DK/NA""",1=0; 2=1; 3=9999  [0=is/1=is not],,,value_map,0/1/9999
cora-efc1986-E-1986-3_F1.dta,env_econ_037,q27c,econ,Economy and Taxation,Not enough competition: trust cos,Is there enough competition among the trust companies?,Is there enough competition in each of the following industries: The trust companies,"""1"" = ""Is"", ""2"" = ""Is not"", ""9"" = ""DK/NA""",1=0; 2=1; 9=9999  [0=is/1=is not],,,value_map,0/1/9999
cora-efc1987-E-1987-3_F1.dta,env_econ_037,q15c,econ,Economy and Taxation,Not enough competition: trust cos,Is there enough competition among the trust companies?,Is there enough competition in each of the following industries: The trust companies,"""1"" = ""is"", ""2"" = ""is not"", ""3"" = ""dk/na""",1=0; 2=1; 3=9999  [0=is/1=is not],,,value_map,0/1/9999
cora-efc1990-E-1990-2_F1.dta,env_econ_037,q72c,econ,Economy and Taxation,Not enough competition: trust cos,Is there enough competition among the trust companies?,Is there enough competition in each of the following industries: The trust companies,"""1"" = ""is"", ""2"" = ""is not"", ""3"" = ""DK/NA""",1=0; 2=1; 3=9999  [0=is/1=is not],,,value_map,0/1/9999
cora-efc1995-E-1995-1_F1.dta,env_econ_031,q46c,econ,Economy and Taxation,Not enough competition: oil and gas,Do you think there is or is not enough competition in the oil and gas industry?,Do you think there is enough or is not enough competition in each of the following industries? The oil and gas industry,"""1"" = ""Is"", ""2"" = ""Is not"", ""3"" = ""DK/NA""",1=0; 2=1; 3=9999  [0=is/1=is not],,,value_map,0/1/9999
cora-efc1990-E-1990-3_F1.dta,bri_idim_006,q13,idim,"Immigration, Diversity and Federalism",More power: fed vs prov govts,"Overall, would you like to see the federal government have more powers, the provincial governments have more powers, or the division of powers remain the same as now?","Overall, would you like to see the federal government have more powers, the provincial governments have more powers or would you like to see the division of the powers remain the same as now?","""1"" = ""More powers for federal government"", ""2"" = ""More powers for provincial governments"", ""3"" = ""Powers stay the same"", ""4"" = ""DK/NA""",1=1; 2=-1; 3=0; 4=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc1991-E-1991-2_F1.dta,bri_idim_006,q100,idim,"Immigration, Diversity and Federalism",More power: fed vs prov govts,"Overall, would you like to see the federal government have more powers, the provincial governments have more powers, or the division of powers remain the same as now?","Overall, would you like to see the federal government have more powers, the provincial governments have more powers or would you like to see the division of powers remain the same as now?","""1"" = ""More powers for federal government"", ""2"" = ""More powers for provincial governments"", ""3"" = ""Powers stay the same"", ""4"" = ""DK/NA""",1=1; 2=-1; 3=0; 4=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc1994-E-1994-2_F1.dta,bri_idim_006,q87,idim,"Immigration, Diversity and Federalism",More power: fed vs prov govts,"Overall, would you like to see the federal government have more powers, the provincial governments have more powers, or the division of powers remain the same as now?","Overall, would you like to see the federal government have more powers, the provincial governments have more powers or would you like to see the division of powers remain the same as now?","""1"" = ""More powers for federal government"", ""2"" = ""More powers for provincial governments"", ""3"" = ""Powers stay the same"", ""4"" = ""DK/NA""",1=1; 2=-1; 3=0; 4=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc1996-E-1996-1_F1.dta,bri_idim_006,q95,idim,"Immigration, Diversity and Federalism",More power: fed vs prov govts,"Overall, would you like to see the federal government have more powers, the provincial governments have more powers, or the division of powers remain the same as now?","Overall, would you like to see the federal government have more powers, the provincial governments have more powers or would you like to see the division of powers remain the same as now?","""1"" = ""More powers for federal government"", ""2"" = ""More powers for provincial governments"", ""3"" = ""Powers stay the same"", ""4"" = ""DK/NA""",1=1; 2=-1; 3=0; 4=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc1997-E-1997-3_F1.dta,bri_idim_006,q31,idim,"Immigration, Diversity and Federalism",More power: fed vs prov govts,"Overall, would you like to see the federal government have more powers, the provincial governments have more powers, or the division of powers remain the same as now?","Overall, would you like to see the federal government have more powers, the provincial governments have more powers or would you like to see the division of powers remain the same as now?","""1"" = ""More powers for federal government"", ""2"" = ""More powers for provincial government"", ""3"" = ""Powers stay the same"", ""4"" = ""DK/NA""",1=1; 2=-1; 3=0; 4=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc1998-E-1998-3_F1.dta,bri_idim_006,q34,idim,"Immigration, Diversity and Federalism",More power: fed vs prov govts,"Overall, would you like to see the federal government have more powers, the provincial governments have more powers, or the division of powers remain the same as now?","Overall, would you like to see the federal government have more powers, the provincial governments have more powers or would you like to see the division or powers remain the same as now?","""1"" = ""More powers for federal government"", ""2"" = ""More powers for provincial governments"", ""3"" = ""Powers stay the same"", ""4"" = ""DK/NA""",1=1; 2=-1; 3=0; 4=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc2000-E-2000-1_F1.dta,bri_idim_006,q48,idim,"Immigration, Diversity and Federalism",More power: fed vs prov govts,"Overall, would you like to see the federal government have more powers, the provincial governments have more powers, or the division of powers remain the same as now?","Overall, would you like to see the federal government have more powers, the provincial governments have more powers, or would you like to see the division of powers remain the same as now?","""1"" = ""Federal Government should have more powers"", ""2"" = ""Provincial governments should have more powers"", ""3"" = ""The division of powers should remain the same as now""",1=1; 2=-1; 3=0  [-1/0/1],,,value_map,-1/0/1
cora-efc2003-E-2003-1_F1.dta,bri_idim_006,q27,idim,"Immigration, Diversity and Federalism",More power: fed vs prov govts,"Overall, would you like to see the federal government have more powers, the provincial governments have more powers, or the division of powers remain the same as now?","Overall, would you like to see the federal government have more powers, the provincial governments have more powers or would you like to see the division of powers remain the same as now?","""1"" = ""Federal Government should have more powers"", ""2"" = ""Provincial governments should have more powers"", ""3"" = ""The division of powers should remain the same as"", ""99"" = ""DK/NA""",1=1; 2=-1; 3=0; 99=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc2006-E-2006-1_F1.dta,bri_idim_006,q16,idim,"Immigration, Diversity and Federalism",More power: fed vs prov govts,"Overall, would you like to see the federal government have more powers, the provincial governments have more powers, or the division of powers remain the same as now?","Overall, would you like to see the federal government have more powers, the provincial governments have more powers or would you like to see the division of powers remain the same as now?","""1"" = ""Federal Government should have more powers"", ""2"" = ""Provincial governments should have more powers"", ""3"" = ""The division of powers should remain"", ""9"" = ""DK/NA""",1=1; 2=-1; 3=0; 9=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc2006-E-2006-3_F1.dta,env_idim_073,q39,idim,"Immigration, Diversity and Federalism",Fiscal imbalance exists or not,Some people say there is a fiscal imbalance in this country. Other people say there is no fiscal imbalance. Which view is closer to your own?,"Based on what you know or have heard on fiscal imbalance, which view is closer to your own?","""1"" = ""There IS an imbalance"", ""2"" = ""There is NO imbalance"", ""3"" = ""Depends/other"", ""9"" = ""DK/NA""",1=1; 2=-1; 3=0; 9=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc2007-E-2007-3_F1.dta,env_idim_073,q46,idim,"Immigration, Diversity and Federalism",Fiscal imbalance exists or not,Some people say there is a fiscal imbalance in this country. Other people say there is no fiscal imbalance. Which view is closer to your own?,Some people say there is a fiscal imbalance in this country. Other people say there is no fiscal imbalance. Which view is closer to your own?,"""1"" = ""There is a fiscal imbalance"", ""2"" = ""There is no fiscal imbalance"", ""3"" = ""Depends/other"", ""99"" = ""DK/NA""",1=1; 2=-1; 3=0; 99=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc2008-E-2008-3_F1.dta,env_idim_073,q35,idim,"Immigration, Diversity and Federalism",Fiscal imbalance exists or not,Some people say there is a fiscal imbalance in this country. Other people say there is no fiscal imbalance. Which view is closer to your own?,"Some people think there is a fiscal imbalance in this country, in which federal government tax revenues are too high and provincial tax revenues are too low. Other people say there is no fiscal imbalance because the federal government already transfers a great deal of its tax revenues to the provinces. Based on what you know or have heard, which view is closer to your own?","""1"" = ""There is a fiscal imbalance"", ""2"" = ""There is no fiscal imbalance"", ""3"" = ""Depends/Other"", ""99"" = ""DK/NA""",1=1; 2=-1; 3=0; 99=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc2004-E-2004-1_F1.dta,env_econ_081,q10,econ,Economy and Taxation,Govt intervention vs free market,"There are different views about the role of market forces in society: some say the market should be completely free and unrestricted by government, others say government should intervene. Which view is closer to your own?",There are different views about the role of market forces in society. Some people say the market serves the best interests of society as a whole if it is completely free and unrestricted by government. Others say that the government should intervene in the market to ensure that everyone in society gets their fair share of the benefits. Which view is closer to your own?,"""1"" = ""The market should be free and unrestricted"", ""2"" = ""Governments should intervene in the market"", ""99"" = ""DK/NA""",1=0; 2=1; 99=NA,,,value_map,0/1/NA
cora-efc2009-E-2009-1_F1.dta,env_econ_081,q10,econ,Economy and Taxation,Govt intervention vs free market,"There are different views about the role of market forces in society: some say the market should be completely free and unrestricted by government, others say government should intervene. Which view is closer to your own?",There are different views about the role of market forces in society. Which view is closer to your own?,"""1"" = ""The market serves the best interests of society []"", ""2"" = ""The government should intervene in the market to ensure []"", ""99"" = ""DK/NA""",1=0; 2=1; 99=NA,,,value_map,0/1/NA
cora-efc1986-E-1986-1_F1.dta,env_econ_026,q103,econ,Economy and Taxation,Should be free trade with US,There should be free trade between Canada and the United States.,"Do you strongly agree, somewhat agree, somewhat disagree or strongly disagree that there should be free trade between Canada and the U.S.?","""1"" = ""strongly agree"", ""2"" = ""somewhat agree"", ""3"" = ""somewhat disagree"", ""4"" = ""strongly disagree"", ""9"" = ""don't know/no answer""",0=NA; 1=1; 2=1; 3=0; 4=0; 9=9999  [0/1],,,value_map,0/1/9999/NA
cora-efc1986-E-1986-2_F1.dta,env_econ_026,q97,econ,Economy and Taxation,Should be free trade with US,There should be free trade between Canada and the United States.,"Do you strongly agree, somewhat agree, somewhat disagree or strongly disagree that there should be free trade between Canada and the U.S.?","""1"" = ""strongly agree"", ""2"" = ""somewhat agree"", ""3"" = ""somewhat disagree"", ""4"" = ""strongly disagree"", ""9"" = ""don't know/no answer""",1=1; 2=1; 3=0; 4=0; 9=9999  [0/1],,,value_map,0/1/9999
cora-efc1986-E-1986-3_F1.dta,env_econ_026,q74,econ,Economy and Taxation,Should be free trade with US,There should be free trade between Canada and the United States.,"Do you strongly agree, somewhat agree, somewhat disagree or strongly disagree that there should be free trade between Canada and the U.S.?","""1"" = ""strongly agree"", ""2"" = ""somewhat agree"", ""3"" = ""somewhat disagree"", ""4"" = ""strongly disagree"", ""9"" = ""don't know/no answer""",1=1; 2=1; 3=0; 4=0; 9=9999  [0/1],,,value_map,0/1/9999
cora-efc1987-E-1987-1_F1.dta,env_econ_026,q52,econ,Economy and Taxation,Should be free trade with US,There should be free trade between Canada and the United States.,"Do you strongly agree, somewhat agree, somewhat disagree or strongly disagree that there should be free trade between Canada and the U.S?","""1"" = ""strongly agree"", ""2"" = ""somewhat agree"", ""3"" = ""somewhat disagree"", ""4"" = ""strongly disagree"", ""5"" = ""dk/na""",1=1; 2=1; 3=0; 4=0; 5=9999  [0/1],,,value_map,0/1/9999
cora-efc1990-E-1990-3_F1.dta,env_econ_063,q14b,econ,Economy and Taxation,Goal next decade: Cdn firms competitive,"Thinking about Canada over the next decade, how important is making Canadian companies and products more competitive in world markets?","Thinking about Canada over the next decade, do you think each of the following goals is...very important, somewhat important, not very important, not at all important. Making Canadian companies and products more competitive in world markets?","""1"" = ""Very important"", ""2"" = ""Somewhat important"", ""3"" = ""Not very important"", ""4"" = ""Not at all important"", ""5"" = ""DK/NA""",1=1; 2=1; 3=0; 4=0; 5=9999  [0/1],,,value_map,0/1/9999
cora-efc1992-E-1992-2_F1.dta,env_econ_063,q68b,econ,Economy and Taxation,Goal next decade: Cdn firms competitive,"Thinking about Canada over the next decade, how important is making Canadian companies and products more competitive in world markets?","Thinking about Canada over the next decade, do you think each of the following goals is very important, somewhat important, not very important or not at all important? Making Canadian companies and products more competitive in world markets.","""1"" = ""very important"", ""2"" = ""somewhat important"", ""3"" = ""not very important"", ""4"" = ""not at all important"", ""5"" = ""DK/NA""",1=1; 2=1; 3=0; 4=0; 5=9999  [0/1],,,value_map,0/1/9999
cora-efc1994-E-1994-3_F1.dta,env_econ_063,q3b,econ,Economy and Taxation,Goal next decade: Cdn firms competitive,"Thinking about Canada over the next decade, how important is making Canadian companies and products more competitive in world markets?","Thinking about Canada over the next decade, do you think each of the following goals is very important, somewhat important, not very important or not at all important? Making Canadian companies and products more competitive in world markets.","""1"" = ""Very important"", ""2"" = ""Somewhat important"", ""3"" = ""Not very important"", ""4"" = ""Not at all important"", ""5"" = ""DK/NA""",1=1; 2=1; 3=0; 4=0; 5=9999  [0/1],,,value_map,0/1/9999
cora-efc1990-E-1990-3_F1.dta,env_econ_064,q14g,econ,Economy and Taxation,Goal next decade: prosperity all regions,"Thinking about Canada over the next decade, how important is bringing prosperity to all regions of Canada?","Thinking about Canada over the next decade, do you think each of the following goals is...very important, somewhat important, not very important, not at all important. Bringing prosperity to all regions of Canada?","""1"" = ""Very important"", ""2"" = ""Somewhat important"", ""3"" = ""Not very important"", ""4"" = ""Not at all important"", ""5"" = ""DK/NA""",1=1; 2=1; 3=0; 4=0; 5=9999  [0/1],,,value_map,0/1/9999
cora-efc1992-E-1992-2_F1.dta,env_econ_064,q68g,econ,Economy and Taxation,Goal next decade: prosperity all regions,"Thinking about Canada over the next decade, how important is bringing prosperity to all regions of Canada?","Thinking about Canada over the next decade, do you think each of the following goals is...very important, somewhat important, not very important, not at all important. Bringing prosperity to all regions of Canada?","""1"" = ""very important"", ""2"" = ""somewhat important"", ""3"" = ""not very important"", ""4"" = ""not at all important"", ""5"" = ""DK/NA""",1=1; 2=1; 3=0; 4=0; 5=9999  [0/1],,,value_map,0/1/9999
cora-efc1994-E-1994-3_F1.dta,env_econ_064,q3g,econ,Economy and Taxation,Goal next decade: prosperity all regions,"Thinking about Canada over the next decade, how important is bringing prosperity to all regions of Canada?","Thinking about Canada over the next decade, do you think each of the following goals is...very important, somewhat important, not very important, not at all important. Bringing prosperity to all regions of Canada?","""1"" = ""Very important"", ""2"" = ""Somewhat important"", ""3"" = ""Not very important"", ""4"" = ""Not at all important"", ""5"" = ""DK/NA""",1=1; 2=1; 3=0; 4=0; 5=9999  [0/1],,,value_map,0/1/9999
cora-efc1990-E-1990-3_F1.dta,env_econ_021,q14f,econ,Economy and Taxation,Importance of cutting fed deficit,"In your opinion, how important is it that the federal government try to reduce the deficit?","Thinking about Canada over the next decade, do you think each of the following goals is...very important, somewhat important, not very important, not at all important. Reducing the federal deficit?","""1"" = ""Very important"", ""2"" = ""Somewhat important"", ""3"" = ""Not very important"", ""4"" = ""Not at all important"", ""5"" = ""DK/NA""",1=1; 2=1; 3=0; 4=0; 5=9999  [0/1],,,value_map,0/1/9999
cora-efc1992-E-1992-2_F1.dta,env_econ_021,q68f,econ,Economy and Taxation,Importance of cutting fed deficit,"In your opinion, how important is it that the federal government try to reduce the deficit?","Thinking about Canada over the next decade, do you think each of the following goals is...very important, somewhat important, not very important, not at all important. Reducing the federal deficit?","""1"" = ""very important"", ""2"" = ""somewhat important"", ""3"" = ""not very important"", ""4"" = ""not at all important"", ""5"" = ""DK/NA""",1=1; 2=1; 3=0; 4=0; 5=9999  [0/1],,,value_map,0/1/9999
cora-efc1994-E-1994-3_F1.dta,env_econ_021,q3f,econ,Economy and Taxation,Importance of cutting fed deficit,"In your opinion, how important is it that the federal government try to reduce the deficit?","Thinking about Canada over the next decade, do you think each of the following goals is...very important, somewhat important, not very important, not at all important. Reducing the federal deficit?","""1"" = ""Very important"", ""2"" = ""Somewhat important"", ""3"" = ""Not very important"", ""4"" = ""Not at all important"", ""5"" = ""DK/NA""",1=1; 2=1; 3=0; 4=0; 5=9999  [0/1],,,value_map,0/1/9999
cora-efc1984-E-1984-2_F1.dta,env_econ_023,q17n3,econ,Economy and Taxation,"Govt aid: firms in trouble, save jobs",Do you support or oppose increased government assistance to companies in financial trouble where such help would save jobs?,Do you support or oppose increased government assistance to: companies in financial trouble where such help would save jobs,"""1"" = ""support"", ""2"" = ""oppose"", ""3"" = ""neither"", ""9"" = ""DK/NA""",1=1; 2=-1; 3=0; 9=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc1992-E-1992-2_F1.dta,env_econ_023,q76c,econ,Economy and Taxation,"Govt aid: firms in trouble, save jobs",Do you support or oppose increased government assistance to companies in financial trouble where such help would save jobs?,Do you support or oppose increased government assistance to: companies in financial trouble where such help would save jobs,"""1"" = ""support"", ""2"" = ""oppose"", ""3"" = ""neither"", ""4"" = ""DK/NA""",1=1; 2=-1; 3=0; 4=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc1984-E-1984-2_F1.dta,env_econ_022,q17n1,econ,Economy and Taxation,Govt aid: small business,Do you support or oppose increased government assistance to small business?,Do you support or oppose increased government assistance to: Small business,"""1"" = ""support"", ""2"" = ""oppose"", ""3"" = ""neither"", ""9"" = ""DK/NA""",1=1; 2=-1; 3=0; 9=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc1985-E-1985-2_F1.dta,env_econ_022,q2n1,econ,Economy and Taxation,Govt aid: small business,Do you support or oppose increased government assistance to small business?,Do you support or oppose increased government assistance to: Small business,"""1"" = ""support"", ""2"" = ""oppose"", ""3"" = ""neither"", ""9"" = ""DK/NA""",1=1; 2=-1; 3=0; 9=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc1992-E-1992-2_F1.dta,env_econ_022,q76a,econ,Economy and Taxation,Govt aid: small business,Do you support or oppose increased government assistance to small business?,Do you support or oppose increased government assistance to: Small business,"""1"" = ""support"", ""2"" = ""oppose"", ""3"" = ""neither"", ""4"" = ""DK/NA""",1=1; 2=-1; 3=0; 4=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc1988-E-1988-3_F1.dta,env_econ_051,q66g,econ,Economy and Taxation,Govt do more/less: farmers,"Do you think the Canadian government should be doing more, less, or about the same as now for farmers?","Do you think the Canadian government should be doing more, less, or about the same as now for each of the following Farmers?","""1"" = ""More"", ""2"" = ""Less"", ""3"" = ""Same"", ""4"" = ""DK/NA""",1=1; 2=-1; 3=0; 4=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc1990-E-1990-4_F1.dta,env_econ_051,q15f,econ,Economy and Taxation,Govt do more/less: farmers,"Do you think the Canadian government should be doing more, less, or about the same as now for farmers?","Do you think the Canadian government should be doing more, less, or about the same as now for each of the following Farmers?","""1"" = ""more"", ""2"" = ""less"", ""3"" = ""same"", ""4"" = ""DK/NA""",1=1; 2=-1; 3=0; 4=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc1994-E-1994-4_F1.dta,env_econ_051,q20g,econ,Economy and Taxation,Govt do more/less: farmers,"Do you think the Canadian government should be doing more, less, or about the same as now for farmers?","Do you think the Canadian government should be doing more, less, or about the same as now for each of the following Farmers?","""1"" = ""More"", ""2"" = ""Less"", ""3"" = ""Same"", ""4"" = ""DK/NA""",1=1; 2=-1; 3=0; 4=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc2001-E-2001-4_F1.dta,env_econ_080,q35,econ,Economy and Taxation,Govt reg increases consumer protection,"In general, do you feel that government regulation of businesses and service providers increases, decreases or makes no difference to the amount of protection consumers have in Canada?","In general, do you feel that government regulation of businesses and service providers increases, decreases or makes no difference to the amount of protection consumers have in Canada?","""1"" = ""Increases"", ""2"" = ""Decreases"", ""3"" = ""Makes no difference""",1=1; 2=-1; 3=0  [-1/0/1],,,value_map,-1/0/1
cora-efc2004-E-2004-4_F1.dta,env_econ_080,q57,econ,Economy and Taxation,Govt reg increases consumer protection,"In general, do you feel that government regulation of businesses and service providers increases, decreases or makes no difference to the amount of protection consumers have in Canada?","In general, do you feel that government regulation of businesses and service providers increases, decreases or makes no difference to the amount of protection consumers have in Canada?","""1"" = ""Increases"", ""2"" = ""Decreases"", ""3"" = ""Makes no difference"", ""99"" = ""DK/NA""",1=1; 2=-1; 3=0; 99=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc2008-E-2008-1_F1.dta,env_econ_080,q20,econ,Economy and Taxation,Govt reg increases consumer protection,"In general, do you feel that government regulation of businesses and service providers increases, decreases or makes no difference to the amount of protection consumers have in Canada?","In general, do you feel that government regulation of businesses and service providers increases, decreases or makes no difference to the amount of protection consumers have in Canada?","""1"" = ""Increases"", ""2"" = ""Decreases"", ""3"" = ""Makes no difference"", ""99"" = ""DK/NA""",1=1; 2=-1; 3=0; 99=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc1987-E-1987-3_F1.dta,env_econ_042,q19,econ,Economy and Taxation,Too little regulation of business,"Overall, do you think there is too much, too little, or about the right amount of government regulation of business in Canada?","Do you think there is too much, too little or about the right amount of government regulation of business and industry?","""1"" = ""too much"", ""2"" = ""too little"", ""3"" = ""about right"", ""4"" = ""dk/na""",1=-1; 2=1; 3=0; 4=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc1990-E-1990-2_F1.dta,env_econ_042,q73,econ,Economy and Taxation,Too little regulation of business,"Overall, do you think there is too much, too little, or about the right amount of government regulation of business in Canada?","Do you think there is too much, too little or about the right amount of government regulation of business and industry?","""1"" = ""too much"", ""2"" = ""too little"", ""3"" = ""about right"", ""4"" = ""DK/NA""",1=-1; 2=1; 3=0; 4=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc1996-E-1996-2_F1.dta,env_econ_042,q26,econ,Economy and Taxation,Too little regulation of business,"Overall, do you think there is too much, too little, or about the right amount of government regulation of business in Canada?","Do you think there is too much, too little or about the right amount of government regulation of business and industry?","""1"" = ""Too much"", ""2"" = ""Too little"", ""3"" = ""About right"", ""4"" = ""DK/NA""",1=-1; 2=1; 3=0; 4=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc1986-E-1986-2_F1.dta,env_econ_033,q93,econ,Economy and Taxation,Fed aid to failing industries,Do you think that the federal government should or should not provide financial support to industries or companies which would otherwise shut down?,Do you think that the federal government should or should not provide financial support to industries or companies which would otherwise shut down?,"""1"" = ""should"", ""2"" = ""should not"", ""3"" = ""maybe/it depends"", ""9"" = ""don't know/no answer""",1=1; 2=-1; 3=0; 9=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc1988-E-1988-2_F1.dta,env_econ_033,q43,econ,Economy and Taxation,Fed aid to failing industries,Do you think that the federal government should or should not provide financial support to industries or companies which would otherwise shut down?,Do you think that the federal government should or should not provide financial support to industries or companies which would otherwise shut down?,"""1"" = ""Should"", ""2"" = ""Should not"", ""3"" = ""Depends"", ""4"" = ""DK/NA""",1=1; 2=-1; 3=0; 4=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc1990-E-1990-1_F1.dta,env_econ_033,q47,econ,Economy and Taxation,Fed aid to failing industries,Do you think that the federal government should or should not provide financial support to industries or companies which would otherwise shut down?,Do you think that the federal government should or should not provide financial support to industries or companies which would otherwise shut down?,"""1"" = ""Should"", ""2"" = ""Should not"", ""3"" = ""Depends"", ""4"" = ""DK/NA""",1=1; 2=-1; 3=0; 4=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc1992-E-1992-2_F1.dta,env_econ_033,q85,econ,Economy and Taxation,Fed aid to failing industries,Do you think that the federal government should or should not provide financial support to industries or companies which would otherwise shut down?,Do you think that the federal government should or should not provide financial support to industries or companies which would otherwise shut down?,"""1"" = ""should"", ""2"" = ""should not"", ""3"" = ""depends"", ""4"" = ""DK/NA""",1=1; 2=-1; 3=0; 4=9999  [-1/0/1],,,value_map,-1/0/1/9999
cora-efc1991-E-1991-4_F1.dta,env_econ_065,q42,econ,Economy and Taxation,Govt waste important in spending,How important a factor do you think government waste is in government spending?,"Some people think that government waste is a factor in government spending, while others disagree. Do you think that government waste is a very important, somewhat important or not very important factor in government spending?","""1"" = ""Very important"", ""2"" = ""Somewhat important"", ""3"" = ""Not very important"", ""4"" = ""DK/NA""",1=1; 2=1; 3=0; 4=9999  [0/1],,,value_map,0/1/9999
cora-efc1992-E-1992-4_F1.dta,env_econ_065,q68,econ,Economy and Taxation,Govt waste important in spending,How important a factor do you think government waste is in government spending?,"Some people think that government waste is a factor in government spending, while others disagree. Do you think that government waste is a very important, somewhat important or not at all important factor in government spending?","""1"" = ""very important"", ""2"" = ""somewhat important"", ""3"" = ""not very important"", ""4"" = ""DK/NA""",1=1; 2=1; 3=0; 4=9999  [0/1],,,value_map,0/1/9999
cora-efc1993-E-1993-4_F1.dta,env_econ_065,q35,econ,Economy and Taxation,Govt waste important in spending,How important a factor do you think government waste is in government spending?,"Some people think that government waste is a factor in government spending, while others disagree. Do you think that government waste is a very important, somewhat important or not very important factor in government spending?","""1"" = ""Very important"", ""2"" = ""Somewhat important"", ""3"" = ""Not very important"", ""4"" = ""DK/NA""",1=1; 2=1; 3=0; 4=9999  [0/1],,,value_map,0/1/9999
cora-efc1994-E-1994-4_F1.dta,env_econ_065,q24,econ,Economy and Taxation,Govt waste important in spending,How important a factor do you think government waste is in government spending?,"Some people think that government waste is a factor in government spending, while others disagree. Do you think that government waste is a very important, somewhat important or not very important factor in government spending?","""1"" = ""Very important"", ""2"" = ""Somewhat important"", ""3"" = ""Not very important"", ""4"" = ""DK/NA""",1=1; 2=1; 3=0; 4=9999  [0/1],,,value_map,0/1/9999
cora-efc1995-E-1995-4_F1.dta,env_econ_065,q57,econ,Economy and Taxation,Govt waste important in spending,How important a factor do you think government waste is in government spending?,"Some people think that government waste is a factor in government spending, while others disagree. Do you think that government waste is a very important, somewhat important or not very important factor in government spending","""1"" = ""Very important"", ""2"" = ""Somewhat important"", ""3"" = ""Not very important"", ""4"" = ""DK/NA""",1=1; 2=1; 3=0; 4=9999  [0/1],,,value_map,0/1/9999
